10-Digit BBL,"Street Number",Street Name,"DOF Gross Square Footage",Energy Star 1 to 100 Score,"Energy Efficiency Grade"
2031110015,2115,SOUTHERN BOULEVARD,"2 01,100",1,D
2031110049,2158,MAPES AVENUE,"4 6,000",97,A
2031110065,2159,SOUTHERN BOULEVARD,"4 6,000",58,C
2031117501,801,EAST 181 STREET,"3 5,115",95,A
2031120003,803,EAST 182 STREET,"3 5,715",18,D
2031120025,770,GARDEN STREET,"5 2,880",100,A
2031120030,780,GARDEN STREET,"4 8,172",52,D
2031130009,769,GROTE STREET,"2 07,850",14,D
2031140008,2327,SOUTHERN BOULEVARD,"5 4,948",79,B
2031140009,780,EAST 185 STREET,"6 7,716",84,B
2031140044,2346,PROSPECT AVENUE,"3 0,508",31,D
2031140052,2380,PROSPECT AVENUE,"1 2,633",4,D
2031150009,2420,PROSPECT AVENUE,"3 2,850",14,D
2031150013,2434,PROSPECT AVENUE,"3 2,850",1,D
2031150021,2459,SOUTHERN BOULEVARD,"5 5,535",11,D
2031150005,2405,SOUTHERN BOULEVARD,"1 25,075",28,D
2031170023,855,EAST 178 STREET,"9 0,600",49,D
2031180044,2060,CROTONA PARKWAY,"2 9,260","missing required benchmarkinginformation",F
2031180156,2090,CROTONA PARKWAY,"3 3,310",41,D
2031190029,2104,CROTONA PARKWAY,"4 2,426",38,D
2031190052,2144,CROTONA PARKWAY,"4 2,246",4,D
2031210014,866,EAST 178 STREET,"3 2,844",89,A
2031210038,906,EAST 178 STREET,"3 6,596",63,C
2031210046,912,EAST 178 STREET,"8 0,479",47,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2031217501,913,EAST TREMONT AVENUE,"8 6,716",100,A
2031220031,2056,HONEYWELL AVENUE,"4 4,274",84,B
2031220067,913,EAST 179 STREET,"4 2,474",74,B
2031230044,2082,MOHEGAN AVENUE,"3 3,803",42,D
2031230046,2090,MOHEGAN AVENUE,"2 6,970",44,D
2031230056,882,EAST 180 STREET,"3 4,200",3,D
2031230077,871,EAST 179 STREET,"2 6,170","missing required benchmarkinginformation",F
2031230003,2024,MOHEGAN AVENUE,"1 69,410",46,D
2031240066,2147,HONEYWELL AVENUE,"2 7,600","missing required benchmarkinginformation",F
2031250030,2133,DALY AVENUE,"3 0,500",62,C
2031270001,2000,DALY AVENUE,"4 2,455",40,D
2031270039,935,EAST 179 STREET,"2 6,661",76,B
2031280001,921,EAST 180 STREET,"9 8,141",26,D
2031280009,924,EAST 181 STREET,"3 0,617",13,D
2031280013,934,EAST 181 STREET,"3 3,996",69,C
2031280029,2103,VYSE AVENUE,"2 8,600",7,D
2031280032,945,EAST 180 STREET,"2 5,527",7,D
2031290001,2132,DALY AVENUE,"3 7,350",96,A
2031290004,2138,DALY AVENUE,"3 4,875",38,D
2031290010,922,BRONX PARK SOUTH,"5 0,750",12,D
2031290015,932,BRONX PARK SOUTH,"3 7,000",13,D
2031290018,938,BRONX PARK SOUTH,"3 7,000",21,D
2031290021,944,BRONX PARK SOUTH,"4 8,440",100,A
2031290029,2131,VYSE AVENUE,"2 6,700",65,C
2031300002,985,EAST TREMONT AVENUE,"7 9,154","missing required benchmarkinginformation",F
2031300020,999,EAST TREMONT AVENUE,"2 28,404",52,D
2031300100,1010,EAST 178 STREET,"2 14,344",21,D
2031320001,989,EAST 179 STREET,"3 52,310",18,D
2031327501,988,EAST 180 STREET,"1 86,120",92,A
2031330001,961,EAST 180 STREET,"6 9,300","missing required benchmarkinginformation",F
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2031330013,966,EAST 181 STREET,"4 5,000",42,D
2031330018,986,EAST 181 STREET,"3 3,310",53,D
2031340001,2134,VYSE AVENUE,"4 3,700",49,D
2031340009,968,BRONX PARK SOUTH,"3 2,621",18,D
2031340014,984,BRONX PARK SOUTH,"5 2,030",53,D
2031340020,990,BRONX PARK SOUTH,"6 0,000",20,D
2031340035,975,EAST 181 STREET,"4 0,880",100,A
2031360001,2008,BRYANT AVENUE,"2 13,584",53,D
2031360101,1028,EAST 179 STREET,"5 4,649",21,D
2031380001,999,EAST 180 STREET,"2 76,135",14,D
2031400001,2064,BOSTON ROAD,"4 0,065",55,C
2031400002,1041,EAST 179 STREET,"4 4,693",41,D
2031420001,2000,VALENTINE AVENUE,"3 75,225",51,D
2031420009,2028,VALENTINE AVENUE,"4 8,785",25,D
2031420018,2050,VALENTINE AVENUE,"7 2,736",68,C
2031420030,306,EAST 180 STREET,"2 7,410",3,D
2031420070,2037,WEBSTER AVENUE,"2 6,970",28,D
2031420074,2031,WEBSTER AVENUE,"2 6,970",96,A
2031420090,1971,WEBSTER AVENUE,"8 3,806",74,B
2031420200,1937,WEBSTER AVENUE,"1 99,500",51,D
2031420048,2075,WEBSTER AVENUE,"4 8,000",16,D
2031430001,2100,TIEBOUT AVENUE,"8 6,275",25,D
2031430018,2120,TIEBOUT AVENUE,"6 3,750",58,C
2031430033,2130,TIEBOUT AVENUE,"2 8,020",91,A
2031430036,333,EAST 181 STREET,"1 25,685",88,A
2031430130,2176,TIEBOUT AVENUE,"5 3,000",18,D
2031430140,2200,TIEBOUT AVENUE,"6 8,110",61,C
2031430147,2230,TIEBOUT AVENUE,"3 7,260",35,D
2031430150,2240,TIEBOUT AVENUE,"4 5,445",45,D
2031430260,2334,TIEBOUT AVENUE,"7 1,193",47,D
2031430271,340,EAST 184 STREET,"5 7,774",40,D
2031430285,2332,TIEBOUT AVENUE,"1 10,235",34,D
2031430155,2244,TIEBOUT AVENUE,"2 98,964",2,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2031430043,2190,FOLIN STREET,"1 89,000",48,D
2031440023,2123,TIEBOUT AVENUE,"3 2,805",32,D
2031440045,2162,VALENTINE AVENUE,"6 7,104",99,A
2031440058,2206,VALENTINE AVENUE,"6 2,094",95,A
2031460016,2330,VALENTINE AVENUE,"2 9,448",100,A
2031460023,2340,VALENTINE AVENUE,"3 8,500",10,D
2031460029,2350,VALENTINE AVENUE,"4 9,260",57,C
2031460072,2293,TIEBOUT AVENUE,"2 5,200",31,D
2031470012,2400,VALENTINE AVENUE,"4 2,650",42,D
2031470026,2395,TIEBOUT AVENUE,"5 1,240",92,A
2031470050,260,EAST 188 STREET,"2 04,433",100,A
2031470070,317,EAST 187 STREET,"3 7,470",56,C
2031480006,2474,VALENTINE AVENUE,"4 4,590",38,D
2031480029,2475,TIEBOUT AVENUE,"3 8,402",67,C
2031490056,2033,VALENTINE AVENUE,"3 0,520",57,C
2031490061,2025,VALENTINE AVENUE,"3 7,350",64,C
2031490084,2108,RYER AVENUE,"2 6,490",37,D
2031490111,2085,VALENTINE AVENUE,"7 2,666",53,D
2031490118,253,EAST 181 STREET,"3 2,175",69,C
2031490121,2170,RYER AVENUE,"4 1,328",83,B
2031490125,2180,RYER AVENUE,"3 9,000",63,C
2031490147,2183,VALENTINE AVENUE,"6 3,840",21,D
2031500041,2229,VALENTINE AVENUE,"4 2,380",24,D
2031500010,2252,RYER AVENUE,"8 6,250",38,D
2031510014,2330,RYER AVENUE,"2 6,095",40,D
2031510030,2363,VALENTINE AVENUE,"3 1,462",17,D
2031510043,2335,VALENTINE AVENUE,"2 6,300",33,D
2031520003,2380,RYER AVENUE,"2 9,500",14,D
2031520007,2386,RYER AVENUE,"3 4,910",84,B
2031520029,2385,VALENTINE AVENUE,"3 0,590",37,D
2031520032,2381,VALENTINE AVENUE,"2 6,882","missing required benchmarkinginformation",F
2031520060,2432,GRAND CONCOURSE,"1 64,625",76,B
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2031530009,2488,GRAND CONCOURSE,"9 7,832",53,D
2031530023,222,EAST FORDHAM ROAD,"3 7,734",11,D
2031540017,2532,GRAND CONCOURSE,"5 0,000",56,C
2031540029,2545,VALENTINE AVENUE,"7 5,180",29,D
2031540035,2537,VALENTINE AVENUE,"4 3,270",49,D
2031540040,2527,VALENTINE AVENUE,"5 1,285",44,D
2031540045,215,EAST FORDHAM ROAD,"4 5,735",39,D
2031540065,2526,VALENTINE AVENUE,"3 5,260",100,A
2031540068,2538,VALENTINE AVENUE,"2 9,250",100,A
2031540070,2540,VALENTINE AVENUE,"3 2,110",100,A
2031540074,290,EAST KINGSBRIDGE ROAD,"5 7,754",53,D
2031560003,2060,GRAND CONCOURSE,"3 4,506",12,D
2031560009,2070,GRAND CONCOURSE,"8 7,156",88,A
2031560027,2055,ANTHONY AVENUE,"7 4,580",97,A
2031560039,2050,ANTHONY AVENUE,"5 9,230",69,C
2031560044,2056,ANTHONY AVENUE,"6 4,963",50,D
2031560070,2051,RYER AVENUE,"6 5,653",100,A
2031560096,2080,GRAND CONCOURSE,"4 3,460",64,C
2031560129,2082,ANTHONY AVENUE,"5 3,760",38,D
2031560136,2100,ANTHONY AVENUE,"4 1,780",47,D
2031560141,210,EAST 181 STREET,"8 2,550",71,B
2031560155,2105,RYER AVENUE,"4 1,735",17,D
2031567501,269,EAST BURNSIDE AVENUE,"7 3,558",99,A
2031570001,2160,ANTHONY AVENUE,"4 7,820",16,D
2031570017,2180,ANTHONY AVENUE,"3 3,600",62,C
2031570020,2186,GRAND CONCOURSE,"4 6,495",17,D
2031570039,212,EAST 182 STREET,"3 6,000",41,D
2031570044,2205,RYER AVENUE,"2 8,495",26,D
2031570059,2175,RYER AVENUE,"5 4,570",35,D
2031580001,2230,GRAND CONCOURSE,"6 1,337",33,D
2031580022,2274,GRAND CONCOURSE,"2 9,817",6,D
2031580048,217,EAST 182 STREET,"2 5,300",100,A
2031590001,2300,GRAND CONCOURSE,"7 9,284",8,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2031590007,2314,GRAND CONCOURSE,"7 5,415",53,D
2031590040,2356,GRAND CONCOURSE,"3 0,775",44,D
2031590042,2366,GRAND CONCOURSE,"3 0,443",44,D
2031600005,2064,CRESTON AVENUE,"2 8,345",28,D
2031600009,2070,CRESTON AVENUE,"2 7,000",100,A
2031600014,2076,CRESTON AVENUE,"3 7,960",1,D
2031600020,2075,GRAND CONCOURSE,"4 0,175",64,C
2031600024,2065,GRAND CONCOURSE,"8 3,910",100,A
2031610001,2084,CRESTON AVENUE,"4 5,426",30,D
2031610007,2094,CRESTON AVENUE,"2 6,712",41,D
2031610010,2100,CRESTON AVENUE,"6 6,474",59,C
2031610018,2103,GRAND CONCOURSE,"4 3,000",82,B
2031610026,2095,GRAND CONCOURSE,"3 6,633",59,C
2031610030,2081,GRAND CONCOURSE,"3 5,200",100,A
2031620001,2150,CRESTON AVENUE,"6 0,714",38,D
2031620011,2188,CRESTON AVENUE,"4 5,120",12,D
2031620017,2200,CRESTON AVENUE,"7 7,034",39,D
2031620029,2195,GRAND CONCOURSE,"6 7,842",22,D
2031620034,2183,GRAND CONCOURSE,"4 8,220",15,D
2031620045,2151,GRAND CONCOURSE,"6 9,399",29,D
2031630001,155,EAST 182 STREET,"2 8,745",55,C
2031630003,2238,CRESTON AVENUE,"4 1,481",9,D
2031630006,2244,CRESTON AVENUE,"4 9,034",30,D
2031630011,2264,CRESTON AVENUE,"5 7,660",78,B
2031640001,2298,CRESTON AVENUE,"3 3,255",86,A
2031640005,2310,CRESTON AVENUE,"3 6,930","missing required benchmarkinginformation",F
2031640011,2320,CRESTON AVENUE,"3 9,654",6,D
2031640015,2332,CRESTON AVENUE,"3 4,000",97,A
2031640019,2337,GRAND CONCOURSE,"3 4,050",8,D
2031640023,2331,GRAND CONCOURSE,"3 8,500",78,B
2031640037,2350,CRESTON AVENUE,"3 2,405","missing required benchmarkinginformation",F
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2031640041,2372,CRESTON AVENUE,"4 1,650",10,D
2031650010,2388,CRESTON AVENUE,"6 2,535",52,D
2031650024,2420,CRESTON AVENUE,"2 7,925",26,D
2031670001,2501,GRAND CONCOURSE,"2 64,720",26,D
2031670046,2564,CRESTON AVENUE,"3 9,425",57,C
2031670055,2565,GRAND CONCOURSE,"3 4,675",22,D
2031670064,2545,GRAND CONCOURSE,"3 8,600",46,D
2031670068,2535,GRAND CONCOURSE,"3 3,540",6,D
2031680011,2600,CRESTON AVENUE,"4 1,465",50,D
2031680016,2608,CRESTON AVENUE,"5 8,896",21,D
2031680052,2615,GRAND CONCOURSE,"4 7,776",50,D
2031680064,2585,GRAND CONCOURSE,"2 9,370",93,A
2031687501,2605,GRAND CONCOURSE,"1 03,645",70,B
2031680027,2641,GRAND CONCOURSE,"6 2,000",87,A
2031690002,2066,MORRIS AVENUE,"6 7,957",100,A
2031690034,2101,CRESTON AVENUE,"6 0,739",9,D
2031690043,2095,CRESTON AVENUE,"7 0,110",38,D
2031690045,2089,CRESTON AVENUE,"9 2,728",58,C
2031690053,2075,CRESTON AVENUE,"2 9,000",38,D
2031690055,2063,CRESTON AVENUE,"3 2,815",41,D
2031690059,2055,CRESTON AVENUE,"5 0,049",6,D
2031700015,2192,MORRIS AVENUE,"3 6,300",48,D
2031700021,2200,MORRIS AVENUE,"7 6,158",72,B
2031700027,100,EAST 182 STREET,"2 8,122",47,D
2031700034,2205,CRESTON AVENUE,"4 2,500",3,D
2031700040,2191,CRESTON AVENUE,"4 9,896",5,D
2031700001,2150,MORRIS AVENUE,"1 10,250",27,D
2031710001,2238,MORRIS AVENUE,"2 7,840",17,D
2031710005,2244,MORRIS AVENUE,"4 8,970",80,B
2031710031,2259,CRESTON AVENUE,"3 5,700",21,D
2031717501,2264,MORRIS AVENUE,"1 06,085",87,A
2031720003,2302,MORRIS AVENUE,"2 7,597",95,A
2031720008,2314,MORRIS AVENUE,"2 7,375",9,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2031720011,2324,MORRIS AVENUE,"4 1,910",29,D
2031720016,2338,MORRIS AVENUE,"5 1,750",36,D
2031720028,2323,CRESTON AVENUE,"2 7,200",58,C
2031720032,2315,CRESTON AVENUE,"3 9,336",58,C
2031720046,100,EAST 184 STREET,"1 11,000",16,D
2031730001,2386,MORRIS AVENUE,"3 0,886",10,D
2031730005,2390,MORRIS AVENUE,"7 3,734",28,D
2031730013,2420,MORRIS AVENUE,"7 5,010",88,A
2031730020,2430,MORRIS AVENUE,"4 0,189",52,D
2031730024,2438,MORRIS AVENUE,"4 8,000",94,A
2031730029,100,EAST 188 STREET,"2 7,893",38,D
2031730041,2435,CRESTON AVENUE,"8 3,413",32,D
2031730050,2409,CRESTON AVENUE,"3 1,375",100,A
2031730052,2403,CRESTON AVENUE,"2 9,135",20,D
2031730064,2377,CRESTON AVENUE,"4 5,966",1,D
2031740018,2494,MORRIS AVENUE,"2 5,420",100,A
2031740022,58,EAST 190 STREET,"2 9,058",51,D
2031750001,75,EAST 190 STREET,"4 8,600",100,A
2031750007,65,EAST 190 STREET,"4 7,373",65,C
2031750010,55,EAST 190 STREET,"5 5,440",82,B
2031750015,50,EAST 191 STREET,"1 19,460",56,C
2031757501,2519,CRESTON AVENUE,"2 08,069",99,A
2031770041,65,EAST 193 STREET,"3 7,800",99,A
2031780045,2081,MORRIS AVENUE,"4 1,005",94,A
2031780050,2075,MORRIS AVENUE,"4 1,005",100,A
2031780055,2065,MORRIS AVENUE,"6 5,028",34,D
2031780014,2091,WALTON AVENUE,"9 7,500",29,D
2031790013,2080,JEROME AVENUE,"3 0,000","missing required benchmarkinginformation",F
2031790031,2128,JEROME AVENUE,"3 3,750",87,A
2031790041,2105,WALTON AVENUE,"5 1,165",33,D
2031790047,2085,WALTON AVENUE,"4 3,566",57,C
2031790052,2075,WALTON AVENUE,"5 3,898",87,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2031790057,2069,WALTON AVENUE,"2 6,780",33,D
2031790060,2065,WALTON AVENUE,"5 2,189",61,C
2031800009,2160,WALTON AVENUE,"4 0,075","missing required benchmarkinginformation",F
2031810001,2170,WALTON AVENUE,"2 8,615",22,D
2031810008,,WALTON AVENUE,"3 9,687","missing required benchmarkinginformation",F
2031810015,2200,WALTON AVENUE,"3 6,500",20,D
2031810030,2199,MORRIS AVENUE,"3 6,483",23,D
2031810042,2183,MORRIS AVENUE,"3 8,912","missing required benchmarkinginformation",F
2031810045,2175,MORRIS AVENUE,"3 6,600",40,D
2031820004,2240,WALTON AVENUE,"4 5,915",42,D
2031820008,2256,WALTON AVENUE,"3 7,056",65,C
2031820019,2270,WALTON AVENUE,"5 0,000",24,D
2031820045,2255,MORRIS AVENUE,"3 8,250",26,D
2031820050,2249,MORRIS AVENUE,"5 3,928",48,D
2031830007,2310,WALTON AVENUE,"3 8,698",72,B
2031830013,2324,WALTON AVENUE,"6 8,250",83,B
2031830037,2356,WALTON AVENUE,"2 6,515",28,D
2031830058,2325,MORRIS AVENUE,"5 2,800",50,D
2031830064,2319,MORRIS AVENUE,"2 5,794",54,D
2031840005,2386,WALTON AVENUE,"3 8,080",100,A
2031840012,2400,WALTON AVENUE,"4 1,694",60,C
2031840026,2410,WALTON AVENUE,"3 1,935",24,D
2031840061,2415,MORRIS AVENUE,"4 7,725",98,A
2031840066,2407,MORRIS AVENUE,"3 7,430",26,D
2031840071,2395,MORRIS AVENUE,"4 5,952",59,C
2031840076,2389,MORRIS AVENUE,"3 5,429",12,D
2031860027,2205,WALTON AVENUE,"2 9,242",61,C
2031860032,2195,WALTON AVENUE,"4 4,928",38,D
2031860076,2247,WALTON AVENUE,"4 9,070",91,A
2031860049,2246,JEROME AVENUE,"3 3,400",77,B
2031870030,2357,WALTON AVENUE,"4 1,997",100,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2031870040,2335,WALTON AVENUE,"5 0,000",63,C
2031870047,2323,WALTON AVENUE,"7 3,204",58,C
2031870053,2315,WALTON AVENUE,"3 6,694",68,C
2031880048,2435,WALTON AVENUE,"4 1,890","missing required benchmarkinginformation",F
2031880020,2418,JEROME AVENUE,"5 4,614",60,C
2031880014,2400,JEROME AVENUE,"4 6,390",40,D
2031890020,2489,MORRIS AVENUE,"4 0,000",25,D
2031890025,2485,MORRIS AVENUE,"2 8,448",49,D
2031890030,21,EAST FORDHAM ROAD,"2 5,500",58,C
2031900050,2525,MORRIS AVENUE,"5 6,455",46,D
2031900056,2501,MORRIS AVENUE,"6 9,800",24,D
2031910045,2645,MORRIS AVENUE,"3 5,760",27,D
2031910048,25,EAST 193 STREET,"6 9,000",68,C
2031910054,9,EAST 193 STREET,"2 9,044",100,A
2031920001,2050,DAVIDSON AVENUE,"3 0,540",66,C
2031920075,7,WEST BURNSIDE AVENUE,"2 5,425",3,D
2031930001,2042,GRAND AVENUE,"5 4,723",25,D
2031930017,2080,GRAND AVENUE,"2 9,865",55,C
2031930021,2073,DAVIDSON AVENUE,"2 7,100",31,D
2031930024,2065,DAVIDSON AVENUE,"3 1,945",46,D
2031940001,2084,GRAND AVENUE,"3 3,900",30,D
2031940031,2151,DAVIDSON AVENUE,"3 4,950",8,D
2031950012,2176,GRAND AVENUE,"6 2,700",68,C
2031950016,38,WEST 182 STREET,"4 8,175",36,D
2031950022,28,WEST 182 STREET,"3 0,000",97,A
2031950051,2170,DAVIDSON AVENUE,"2 6,280",79,B
2031950061,10,WEST 182 STREET,"4 7,000",56,C
2031950104,27,WEST 181 STREET,"4 7,300",100,A
2031960001,2200,GRAND AVENUE,"4 5,387",16,D
2031960010,30,BUCHANAN PLACE,"4 5,300",97,A
2031960018,2201,DAVIDSON AVENUE,"4 5,200","missing required benchmarkinginformation",F
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2031960023,17,WEST 182 STREET,"5 1,858",12,D
2031960029,2232,DAVIDSON AVENUE,"5 1,000",92,A
2031960038,2201,JEROME AVENUE,"5 8,600",100,A
2031960056,2280,GRAND AVENUE,"2 7,000",55,C
2031960058,2265,DAVIDSON AVENUE,"3 8,920",34,D
2031960086,5,BUCHANAN PLACE,"5 4,000",73,B
2031960093,2254,DAVIDSON AVENUE,"2 6,590",72,B
2031970001,2280,GRAND AVENUE,"5 3,662",99,A
2031970005,2284,GRAND AVENUE,"4 6,285",88,A
2031970009,2285,DAVIDSON AVENUE,"4 6,285",70,B
2031970014,21,WEST 183 STREET,"3 1,500",7,D
2031970023,2290,DAVIDSON AVENUE,"6 2,100","missing required benchmarkinginformation",F
2031980001,2294,GRAND AVENUE,"3 7,800",69,C
2031980005,2304,GRAND AVENUE,"4 7,500",100,A
2031980031,2357,DAVIDSON AVENUE,"3 2,500",53,D
2031980055,2344,DAVIDSON AVENUE,"6 3,000","missing required benchmarkinginformation",F
2031980092,15,NORTH STREET,"3 6,700",40,D
2031980110,15,EVELYN PLACE,"2 9,892",47,D
2031990031,2419,DAVIDSON AVENUE,"2 6,500",63,C
2031990034,2415,DAVIDSON AVENUE,"2 6,730",23,D
2031990038,2401,DAVIDSON AVENUE,"6 3,108",47,D
2031990053,2386,DAVIDSON AVENUE,"3 7,200",69,C
2031990059,2390,DAVIDSON AVENUE,"2 6,780",71,B
2031990062,2400,DAVIDSON AVENUE,"4 0,000",68,C
2031990066,2410,DAVIDSON AVENUE,"4 0,000",74,B
2031990072,2420,DAVIDSON AVENUE,"3 0,200",37,D
2032000001,2450,DAVIDSON AVENUE,"6 8,580",22,D
2032000007,2474,DAVIDSON AVENUE,"2 9,000",58,C
2032000009,2486,DAVIDSON AVENUE,"2 6,500",56,C
2032000011,2490,DAVIDSON AVENUE,"3 2,500",2,D
2032000014,20,WEST 190 STREET,"3 2,750","missing required benchmarkinginformation",F
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032000016,2483,JEROME AVENUE,"6 0,000","missing required benchmarkinginformation",F
2032010003,2506,DAVIDSON AVENUE,"3 7,000",54,D
2032010030,2575,JEROME AVENUE,"9 3,000",40,D
2032020021,2640,DAVIDSON AVENUE,"3 2,976",9,D
2032020055,2607,JEROME AVENUE,"3 2,000","missing required benchmarkinginformation",F
2032020060,2597,JEROME AVENUE,"3 9,384",78,B
2032030007,2458,GRAND AVENUE,"5 3,900",12,D
2032030012,2472,GRAND AVENUE,"3 5,580",82,B
2032030016,2474,GRAND AVENUE,"3 4,650",100,A
2032030026,30,WEST 190 STREET,"9 3,180",65,C
2032030038,2487,DAVIDSON AVENUE,"3 6,750",53,D
2032030044,2471,DAVIDSON AVENUE,"2 7,310",16,D
2032030047,2463,DAVIDSON AVENUE,"5 2,500",71,B
2032040009,2516,GRAND AVENUE,"3 0,144",4,D
2032040046,2515,DAVIDSON AVENUE,"5 8,000",77,B
2032040065,2501,DAVIDSON AVENUE,"8 1,270",100,A
2032060022,2081,GRAND AVENUE,"3 7,140",11,D
2032060066,2101,GRAND AVENUE,"3 2,050",21,D
2032070023,2155,GRAND AVENUE,"4 8,500",100,A
2032070056,50,WEST 182 STREET,"2 9,274",65,C
2032070058,2181,GRAND AVENUE,"3 2,500",60,C
2032070040,2170,AQUEDUCT AVENUE EAST,"7 9,241",57,C
2032080001,2200,AQUEDUCT AVENUE EAST,"5 7,500",2,D
2032080048,51,BUCHANAN PLACE,"4 0,500",30,D
2032090009,54,EVELYN PLACE,"5 3,430",27,D
2032090021,2320,AQUEDUCT AVENUE EAST,"5 8,000","missing required benchmarkinginformation",F
2032090045,2333,GRAND AVENUE,"4 0,428",33,D
2032090060,2305,GRAND AVENUE,"5 9,377",94,A
2032090065,55,EVELYN PLACE,"4 3,099",53,D
2032090001,75,WEST 183 STREET,"4 3,952",29,D
2032100059,2055,HARRISON AVENUE,"7 2,000",45,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032100065,85,WEST BURNSIDE AVENUE,"3 7,185","missing required benchmarkinginformation",F
2032100080,2114,AQUEDUCT AVENUE EAST,"5 0,890",48,D
2032110009,2170,DR M L KING JR BOULEVARD,"1 41,800",51,D
2032110035,2230,DR M L KING JR BOULEVARD,"7 5,086",94,A
2032110042,2240,DR M L KING JR BOULEVARD,"3 0,000",22,D
2032120005,2260,DR M L KING JR BOULEVARD,"1 22,883",59,C
2032120015,2272,DR M L KING JR BOULEVARD,"4 9,800",41,D
2032120021,2290,DR M L KING JR BOULEVARD,"5 2,204",94,A
2032120026,2294,DR M L KING JR BOULEVARD,"2 7,330",86,A
2032120028,2300,DR M L KING JR BOULEVARD,"2 7,330",84,B
2032120031,2308,DR M L KING JR BOULEVARD,"5 2,200",62,C
2032120088,2385,GRAND AVENUE,"5 0,000",28,D
2032130001,2406,UNIVERSITY AVENUE,"4 9,614",1,D
2032130014,2432,UNIVERSITY AVENUE,"4 0,810",70,B
2032130018,2446,UNIVERSITY AVENUE,"5 6,388",79,B
2032130024,84,WEST 188 STREET,"2 7,585",65,C
2032130033,2471,GRAND AVENUE,"4 3,000",45,D
2032130037,2463,GRAND AVENUE,"2 6,315",16,D
2032130040,2455,GRAND AVENUE,"3 6,000",61,C
2032130051,2460,UNIVERSITY AVENUE,"5 7,620",100,A
2032130058,2500,UNIVERSITY AVENUE,"5 2,805",60,C
2032130063,60,WEST 190 STREET,"4 5,035",34,D
2032130074,2499,GRAND AVENUE,"4 6,655",100,A
2032130080,2497,GRAND AVENUE,"3 6,000","missing required benchmarkinginformation",F
2032130085,2487,GRAND AVENUE,"3 3,650","missing required benchmarkinginformation",F
2032130090,83,WEST 188 STREET,"2 8,745",62,C
2032140001,75,WEST 190 STREET,"6 8,797",50,D
2032140007,2518,UNIVERSITY AVENUE,"4 3,955",47,D
2032140013,2532,UNIVERSITY AVENUE,"4 2,730",56,C
2032140022,2542,UNIVERSITY AVENUE,"4 2,730",31,D
2032140025,2552,UNIVERSITY AVENUE,"4 6,875",69,C
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032140030,64,WEST 192 STREET,"4 8,860",95,A
2032140066,2505,AQUEDUCT AVENUE WEST,"6 7,000",78,B
2032140074,2525,AQUEDUCT AVENUE WEST,"4 2,790",55,C
2032140082,2541,AQUEDUCT AVENUE WEST,"2 7,250",60,C
2032140086,2547,AQUEDUCT AVENUE WEST,"2 7,250",61,C
2032150001,2600,UNIVERSITY AVENUE,"3 0,345",96,A
2032150014,2620,UNIVERSITY AVENUE,"4 6,586",70,B
2032150063,65,WEST 192 STREET,"4 8,590",35,D
2032150064,67,WEST 192 STREET,"2 5,600","missing required benchmarkinginformation",F
2032160016,1940,ANDREWS AVENUE SOUTH,"5 4,150",34,D
2032160021,1944,ANDREWS AVENUE SOUTH,"4 8,647",45,D
2032160026,243,WEST 179 STREET,"2 72,000",35,D
2032160048,2015,DR M L KING JR BOULEVARD,"7 8,000",79,B
2032160052,2001,DR M L KING JR BOULEVARD,"6 8,430",54,D
2032160060,1991,DR M L KING JR BOULEVARD,"4 3,579",55,C
2032160002,1930,ANDREWS AVENUE SOUTH,"8 4,830",70,B
2032170027,98,WEST 183 STREET,"3 9,150",70,B
2032170031,86,WEST 183 STREET,"4 6,980","missing required benchmarkinginformation",F
