,10-Digit BBL,"Street Number",Street Name,"DOF Gross Square Footage",Energy Star 1 to 100 Score,"Energy Efficiency Grade"
14082,3017840020,118,KOSCIUSZKO STREET,"3 40,000",84,B
14083,3017850001,689,MARCY AVENUE,"5 0,929",60,C
14084,3017850020,210,KOSCIUSZKO STREET,"1 04,920",13,D
14086,3017877501,775,LAFAYETTE AVENUE,"1 32,338",96,A
14087,3017870014,322,KOSCIUSZKO STREET,"2 22,264",61,C
14089,3017960001,383,THROOP AVENUE,"8 3,966",60,C
14090,3017970059,348,NOSTRAND AVENUE,"2 5,017",91,A
14091,3017980040,550,GREENE AVENUE,"1 28,000",87,A
14092,3017990013,572,GREENE AVENUE,"7 1,884",62,C
14093,3017990044,429,LEXINGTON AVENUE,"1 01,440",34,D
14094,3018030072,285,QUINCY STREET,"3 1,065",100,A
14095,3018057502,420,LEXINGTON AVENUE,"6 8,309",100,A
14096,3018070001,325,GATES AVENUE,"5 7,885",70,B
14097,3018110019,510,QUINCY STREET,"2 12,405",100,A
14098,3018110070,645,GATES AVENUE,"7 1,152",100,A
14099,3018120042,372,GATES AVENUE,"2 18,302",65,C
14100,3018127505,322,GATES AVENUE,"3 8,962",98,A
14101,3018120001,1119,BEDFORD AVENUE,"6 5,000",17,D
14102,3018140017,500,GATES AVENUE,"4 0,440",95,A
14103,3018150126,560A,GATES AVENUE,"3 8,202",94,A
14104,3018160001,588,GATES AVENUE,"1 17,570",15,D
14105,3018160031,644,GATES AVENUE,"4 4,700",100,A
14106,3018190014,308,MONROE STREET,"9 0,324",77,B
14107,3018210001,432,MONROE STREET,"6 4,500",90,A
14108,3018230038,260,MADISON STREET,"1 20,000",88,A
14109,3018240001,833,MARCY AVENUE,"5 4,100",44,D
14111,3018280017,300,PUTNAM AVENUE,"5 0,990",49,D
14112,3018370053,140,HANCOCK STREET,"2 8,500",35,D
14113,3018390040,420,TOMPKINS AVENUE,"4 0,723",70,B
14114,3018397502,410,TOMPKINS AVENUE,"5 0,574",93,A
14115,3018430020,500,NOSTRAND AVENUE,"6 1,380",24,D
14116,3018440001,457,NOSTRAND AVENUE,"1 67,400",81,B
14117,3018450001,915,MARCY AVENUE,"1 39,173",84,B
14118,3018480001,4,MACON STREET,"2 9,300",33,D
14119,3018520012,200,MACON STREET,"3 2,055",53,D
14121,3018540049,1425,FULTON STREET,"2 9,033",91,A
14123,3018560041,456,MARCUS GARVEY BOULEVARD,"1 20,000",92,A
14124,3018590006,15,ALBANY AVENUE,"3 8,400",42,D
14125,3018590010,7,ALBANY AVENUE,"3 6,480",42,D
14126,3018597501,29,ALBANY AVENUE,"8 4,571",52,D
14127,3018600074,57,HERKIMER STREET,"3 3,042",96,A
14129,3018610020,1320,FULTON STREET,"5 7,876",32,D
14130,3018610037,185,HERKIMER STREET,"2 5,093",78,B
14131,3018617501,1322,FULTON STREET,"9 6,191",98,A
14132,3018640044,431,HERKIMER STREET,"5 0,718",31,D
14134,3018660023,1225,ATLANTIC AVENUE,"4 1,485",73,B
14135,3018670088,1247,ATLANTIC AVENUE,"3 3,599",97,A
14136,3018680028,234,HERKIMER STREET,"1 82,335",14,D
14137,3018680007,29,NEW YORK AVENUE,"5 5,318",44,D
14139,3018690001,41,BROOKLYN AVENUE,"3 9,750",83,B
14141,3018710018,400,HERKIMER STREET,"1 45,336",78,B
14142,3018710030,412,HERKIMER STREET,"3 7,825",69,C
14144,3018740001,39,WAVERLY AVENUE,"1 84,411",62,C
14145,3018740038,54,WASHINGTON AVENUE,"1 02,000",99,A
14146,3018760001,39,HALL STREET,"5 55,920",90,A
14148,3018770035,20,GRAND AVENUE,"9 2,856",95,A
14150,3018810051,401,PARK AVENUE,"5 8,870",91,A
14151,3018840053,34,FRANKLIN AVENUE,"2 7,228",77,B
14153,3018880034,77,CLINTON AVENUE,"1 12,452",44,D
14154,3018890001,143,WAVERLY AVENUE,"2 6,600",94,A
14155,3018907501,163,WASHINGTON AVENUE,"6 1,305",39,D
14156,3018920048,74,GRAND AVENUE,"7 2,760",49,D
14157,3018930002,105,GRAND AVENUE,"3 0,000",95,A
14158,3018930004,97,GRAND STREET,"6 0,210",84,B
14159,3018930047,100,STEUBEN STREET,"3 3,949",43,D
14161,3018937504,531,MYRTLE AVENUE,"4 2,348",4,D
14162,3018940054,549,MYRTLE AVENUE,"2 5,850",85,A
14163,3018947501,111,STEUBEN STREET,"4 6,564",1,D
14164,3018950055,170,CLASSON AVENUE,"2 7,653",67,C
14165,3018967503,159,CLASSON AVENUE,"4 6,870",75,B
14166,3018970013,115,TAAFFE PLACE,"9 0,000",41,D
14167,3018997509,116,SKILLMAN STREET,"2 5,236",97,A
14168,3019000016,85,SKILLMAN STREET,"2 9,639",82,B
14169,3019000067,673,MYRTLE AVENUE,"3 9,000",99,A
14171,3019010001,210,CLINTON AVENUE,"1 28,583",4,D
14172,3019010007,196,CLINTON AVENUE,"7 2,147",77,B
14173,3019020001,185,CLINTON AVENUE,"6 51,914",4,D
14174,3019020022,165,CLINTON AVENUE,"7 6,200",4,D
14175,3019050001,185,HALL STREET,"2 72,000",70,B
14176,3019050080,195,WILLOUGHBY AVENUE,"2 72,000",63,C
14177,3019057502,490,MYRTLE AVENUE,"1 14,743",77,B
14178,3019057503,504,MYRTLE AVENUE,"1 47,257",68,C
14179,3019090011,139,EMERSON PLACE,"4 5,670",52,D
14180,3019110001,918,KENT AVENUE,"6 3,200",3,D
14181,3019120040,168,FRANKLIN AVENUE,"9 0,101",75,B
14184,3019140046,926,BEDFORD AVENUE,"2 5,707",56,C
14186,3019160001,275,CLINTON AVENUE,"5 9,800",85,A
14187,3019170042,260,WASHINGTON AVENUE,"2 6,204",14,D
14188,3019170045,266,WASHINGTON AVENUE,"1 05,360",78,B
14189,3019180006,295,WASHINGTON AVENUE,"5 7,366",50,D
14190,3019180013,277,WASHINGTON AVENUE,"5 6,788",82,B
14191,3019180024,253,WASHINGTON AVENUE,"3 2,160",86,A
14192,3019240036,226,TAAFFE PLACE,"1 30,000",33,D
14193,3019247501,263,CLASSON AVENUE,"1 30,468",96,A
14194,3019250001,227,TAAFFE PLACE,"1 24,598",41,D
14196,3019250042,950,KENT AVENUE,"3 0,576",100,A
14197,3019257501,970,KENT AVENUE,"1 08,679",33,D
14198,3019260010,955,KENT AVENUE,"3 28,860",69,C
14201,3019300001,325,CLINTON AVENUE,"1 38,474",63,C
14202,3019300014,295,CLINTON AVENUE,"1 08,000",97,A
14203,3019330001,21,ST. JAMES PLACE,"3 71,890",34,D
14204,3019330060,309,LAFAYETTE AVENUE,"3 70,990",37,D
14205,3019330070,372,DEKALB AVENUE,"8 9,420",79,B
14206,3019330100,333,LAFAYETTE AVENUE,"3 70,990",32,D
14207,3019337501,323,LAFAYETTE AVENUE,"1 43,892",99,A
14208,3019330102,400,DEKALB AVENUE,"7 2,000",64,C
14209,3019380001,345,CLASSON AVENUE,"8 27,000",1,D
14210,3019417501,260,SKILLMAN STREET,"4 0,106",58,C
14211,3019440004,345,CLINTON AVENUE,"4 48,000",63,C
14212,3019460004,379,WASHINGTON AVENUE,"1 13,924",74,B
14213,3019490027,426,LAFAYETTE AVENUE,"2 7,797",79,B
14214,3019520033,110,CLIFTON PLACE,"4 6,433",78,B
14215,3019537503,339,GREENE AVE,"9 3,648",71,B
14216,3019547503,226,CLIFTON PLACE,"3 5,800",97,A
14217,3019570030,50,GREENE AVENUE,"3 5,872",47,D
14218,3019577501,415,CARLTON AVENUE,"1 27,029",100,A
14219,3019590027,80,GREENE AVENUE,"7 1,470",42,D
14220,3019600022,419,VANDERBILT AVENUE,"6 0,720",74,B
14221,3019600038,400,CLINTON AVENUE,"4 0,614",82,B
14222,3019600070,464,CLINTON AVENUE,"4 7,304",92,A
14223,3019607501,430,CLINTON AVENUE,"3 8,056",100,A
14224,3019620010,431,WAVERLY AVENUE,"5 6,856",41,D
14225,3019630025,415,WASHINGTON AVENUE,"2 5,600",96,A
14226,3019650042,324,GRAND AVENUE,"4 8,540",98,A
14227,3019690022,10,LEXINGTON AVENUE,"5 5,341",30,D
14228,3019690033,15,QUINCY STREET,"5 0,938",41,D
14229,3019700013,76,LEXINGTON AVENUE,"2 8,480",100,A
14233,3019740051,273,GATES AVENUE,"4 4,460",72,B
14234,3019747501,1122,BEDFORD AVENUE,"9 5,177",72,B
14235,3019760007,26,GATES AVENUE,"4 2,684",100,A
14236,3019780001,937,FULTON STREET,"2 7,450",49,D
14238,3019780025,500,WASHINGTON AVENUE,"3 9,200",50,D
14239,3019780029,506,WASHINGTON AVENUE,"3 0,935",94,A
14240,3019790003,495,WASHINGTON AVENUE,"2 5,500",96,A
14241,3019790024,92,GATES AVENUE,"3 5,820",92,A
14242,3019797503,475,WASHINGTON AVENUE,"7 3,853",96,A
14244,3019830010,67,DOWNING STREET,"8 2,896",85,A
14245,3019867501,1142,BEDFORD AVENUE,"3 6,851",4,D
14247,3019920012,1037,FULTON STREET,"2 9,249",79,B
14248,3019920020,40,PUTNAM AVENUE,"4 6,229",79,B
14249,3019927501,82,IRVING PLACE,"3 5,755",73,B
14250,3019927502,1043,FULTON STREET,"3 5,648",99,A
14251,3019940007,541,CLASSON AVENUE,"3 7,500",48,D
14252,3019940053,1091,FULTON STREET,"3 8,400",9,D
14253,3019950006,102,PUTNAM AVENUE,"4 0,200",68,C
14255,3019970028,482,FRANKLIN AVENUE,"7 8,696",89,A
14256,3019970053,1125,FULTON STREET,"2 7,756",37,D
14257,3019980001,50,JEFFERSON AVENUE,"1 11,000",87,A
14258,3020007501,124,BEDFORD AVENUE,"3 2,500",64,C
14259,3020030008,173,SOUTH ELLIOTT PLACE,"3 24,346",62,C
14260,3020047501,212,SOUTH OXFORD STREET,"1 37,224",32,D
14261,3020060001,425,CUMBERLAND STREET,"9 3,171",83,B
14262,3020070014,475,CARLTON AVENUE,"4 76,450",58,C
14264,3020070001,761,ATLANTIC AVENUE,"2 52,500",60,C
14265,3020080001,510,CLERMONT AVENUE,"5 9,200",70,B
14266,3020090001,487,CLERMONT AVENUE,"7 10,746",77,B
14267,3020097501,810,FULTON STREET,"3 68,481",16,D
14268,3020100010,520,CLINTON AVENUE,"4 2,175",67,C
14269,3020100025,840,FULTON STREET,"3 8,266",92,A
14270,3020117501,525,CLINTON AVENUE,"8 2,557",72,B
14271,3020117502,500,WAVERLY AVENUE,"7 5,964",73,B
14272,3020110060,540,WAVERLY AVENUE,"1 19,312",100,A
14273,3020110039,510,WAVERLY AVENUE,"7 4,938",20,D
14274,3020120001,555,WAVERLY AVENUE,"1 66,687",86,A
14276,3020137501,555,WASHINGTON AVENUE,"6 3,540",58,C
14277,3020137503,545,WASHINGTON AVENUE,"7 9,385",36,D
14278,3020150066,105,LEFFERTS PLACE,"3 0,000",31,D
14280,3020160012,1068,FULTON STREET,"4 1,504",84,B
14281,3020160030,1104,FULTON STREET,"4 3,228",17,D
14282,3020167501,1078,FULTON STREET,"5 1,001",76,B
14283,3020170008,1134,FULTON STREET,"1 64,163",18,D
14284,3020180062,909,ATLANTIC AVENUE,"5 4,273",84,B
14285,3020190040,128,LEFFERTS PLACE,"8 6,200",29,D
14286,3020197505,1007,ATLANTIC AVENUE,"5 7,886",94,A
14287,3020220018,1274,BEDFORD AVENUE,"7 0,678",51,D
14288,3020270001,41,NORTH ELLIOTT PLACE,"1 56,000",29,D
14289,3020280001,34,NORTH PORTLAND AVE,"2 00,000",88,A
14290,3020310016,1,CARLTON AVENUE,"7 1,071",100,A
14291,3020330001,40,VANDERBILT AVENUE,"1 40,037",100,A
14292,3020330002,45,CLERMONT AVENUE,"1 40,037",99,A
14293,3020337501,130,FLUSHING AVENUE,"1 32,510",80,B
14296,3020340001,118,ST EDWARDS STREET,"5 87,400",36,D
14297,3020340134,112,ST EDWARDS STREET,"1 12,955",83,B
14298,3020390002,85,ST EDWARDS STREET,"1 21,000",54,D
14299,3020400001,277,MYRTLE AVENUE,"2 16,700",36,D
14300,3020410001,121,NORTH PORTLAND AVENUE,"9 24,900",36,D
14301,3020440013,105,CARLTON AVENUE,"8 1,625",81,B
14302,3020440064,100,ADELPHI STREET,"3 7,580",84,B
14303,3020450053,62,CLERMONT AVENUE,"3 5,176",96,A
14304,3020457501,150,CLERMONT AVENUE,"8 0,200",17,D
14305,3020450011,100,CLERMONT AVENUE,"7 8,975",58,C
14306,3020470040,115,MYRTLE AVENUE,"6 91,645",75,B
14307,3020470011,303,BRIDGE STREET,"4 07,400",59,C
14309,3020497501,176,JOHNSON STREET,"7 4,779",33,D
14310,3020500001,,MYRTLE AVENUE,"6 47,470",36,D
14311,3020587501,101,WILLOUGHBY STREET,"4 01,418",18,D
14313,3020607501,150,MYRTLE AVENUE,"2 45,778",15,D
14314,3020610040,122,ASHLAND PLACE,"1 87,667",75,B
14315,3020610060,191,WILLOUGHBY STREET,"1 87,667",72,B
14316,3020610080,175,WILLOUGHBY STREET,"1 87,667",69,C
14317,3020610101,218,MYRTLE AVENUE,"1 10,912",9,D
14318,3020610110,81,FLEET PLACE,"2 65,417",66,C
14319,3020617501,86,FLEET PLACE,"4 77,089",73,B
14320,3020617502,180,MYRTLE AVENUE,"2 67,543",82,B
14321,3020620006,147,PRINCE STREET,"5 2,694",75,B
14323,3020680001,130,ST EDWARDS STREET,"3 25,000",68,C
14325,3020750001,65,WILLOUGHBY AVENUE,"2 7,702",51,D
14327,3020750012,167,CLERMONT AVENUE,"1 49,000",93,A
14328,3020850001,190,WILLOUGHBY STREET,"5 79,404",100,A
14329,3020857501,371,FLATBUSH AVENUE EXTE,"2 66,715",1,D
14330,3020880004,117,DEKALB AVENUE,"3 35,000",59,C
14331,3020910003,255,ADELPHI STREET,"1 00,674",30,D
14332,3020920026,209,CLERMONT AVENUE,"4 1,000",73,B
14335,3020957501,1,ROCKWELL PLACE,"2 5,865",65,C
14336,3020957502,230,ASHLAND PLACE,"1 22,016",1,D
14337,3020980013,29,FT GREENE PLACE,"6 00,000",34,D
14338,3020990016,47,SOUTH ELLIOTT PLACE,"2 6,100",19,D
14339,3021000072,101,LAFAYETTE AVENUE,"1 37,000",83,B
14340,3021000076,93,LAFAYETTE AVENUE,"5 7,460",83,B
14341,3021020008,249,CUMBERLAND STREET,"3 8,742",67,C
14342,3021030004,319,CARLTON AVENUE,"1 15,650",51,D
14343,3021040008,299,ADELPHI STREET,"4 4,046",94,A
14345,3021050047,306,VANDERBILT AVENUE,"8 3,000",97,A
14346,3021060009,37,FLATBUSH AVENUE,"2 32,174",93,A
14347,3021060016,33,FLATBUSH AVENUE,"4 4,149",100,A
14348,3021060024,25,FLATBUSH AVENUE,"3 0,000",18,D
14349,3021067501,96,ROCKWELL PLACE,"4 0,759",66,C
14350,3021067502,29,FLATBUSH AVENUE,"3 37,601",51,D
14351,3021067503,1,FLATBUSH AVENUE,"1 67,235",85,A
14352,3021070002,95,ROCKWELL PLACE,"3 0,000",100,A
14353,3021077501,590,FULTON STREET,"5 90,656",36,D
14354,3021077502,280,ASHLAND PLACE,"1 33,472",72,B
14355,3021080001,253,ASHLAND PLACE,"1 63,395",68,C
14356,3021080021,25,LAFAYETTE AVENUE,"2 7,144",4,D
14357,3021107501,300,ASHLAND PLACE,"4 87,115",72,B
14360,3021117501,1,HANSON PLACE,"2 87,707",4,D
14361,3021140001,67,HANSON PLACE,"7 2,781",74,B
14362,3021140023,686,FULTON STREET,"3 6,047",58,C
14363,3021180011,77,SOUTH OXFORD STREET,"6 6,820",43,D
14364,3021190001,313,CUMBERLAND STREET,"8 2,000",42,D
14365,3021207501,381,CARLTON AVENUE,"6 4,107",74,B
14366,3021217501,75,GREENE AVENUE,"4 0,966",91,A
14367,3021220004,357,CLERMONT AVENUE,"6 8,160",93,A
14368,3021280005,416,KENT AVENUE,"2 45,306",65,C
14369,3021300021,390,BERRY STREET,"3 7,600",92,A
14370,3021307501,60,BROADWAY,"1 80,853",29,D
14371,3021310001,100,BROADWAY,"4 6,032",24,D
14372,3021310008,110,BROADWAY,"4 6,781",61,C
14373,3021327501,401,BEDFORD AVENUE,"4 1,101",25,D
14374,3021327502,138,BROADWAY,"7 0,111",96,A
14375,3021340056,420,KENT AVENUE,"5 43,250",68,C
14376,3021347501,446,KENT AVENUE,"1 08,285",1,D
14377,3021347502,450,KENT AVENUE,"1 81,179",3,D
14378,3021347503,440,KENT AVENUE,"1 91,889",96,A
14379,3021357501,22,SOUTH 9 STREET,"4 5,336",81,B
14380,3021357502,28,SOUTH 9 STREET,"4 4,191",96,A
14381,3021357503,34,SOUTH 9 STREET,"4 4,291",94,A
14382,3021357504,40,SOUTH 9 STREET,"4 4,191",84,B
14383,3021350103,19,SOUTH 11 STREET,"6 3,535",6,D
14384,3021350104,26,SOUTH 10 STREET,"5 3,479",73,B
14385,3021350107,42,SOUTH 9 STREET,"3 6,825",31,D
14386,3021357505,37,SOUTH 10 STREET,"4 0,979",91,A
14387,3021357506,43,SOUTH 10 STREET,"4 4,057",73,B
14388,3021357507,29,SOUTH 10 STREET,"3 3,511",73,B
14389,3021357508,429,KENT AVENUE,"4 92,066",81,B
14390,3021370014,110,SOUTH 8 STREET,"6 3,866",11,D
14392,3021377502,102,SOUTH 8 STREET,"5 9,400",94,A
14393,3021390014,190,SOUTH 8 STREET,"2 5,924",34,D
14394,3021400017,252,BROADWAY,"3 9,278",100,A
14395,3021400026,325,ROEBLING STREET,"2 24,808",65,C
14396,3021410001,266,BROADWAY,"2 9,892",84,B
14397,3021410019,188,MARCY AVENUE,"3 28,315",65,C
14398,3021427501,312,BROADWAY,"3 5,736",100,A
14399,3021450008,54,SOUTH 9 STREET,"2 6,710",94,A
14400,3021450018,440,BERRY STREET,"5 8,430",61,C
14401,3021460023,458,BEDFORD AVENUE,"3 0,290",19,D
14402,3021470021,142,SOUTH 9 STREET,"2 9,340",2,D
14403,3021470043,115,DIVISION AVENUE,"4 9,669",50,D
14404,3021477502,125,DIVISION AVENUE,"2 7,024",66,C
14405,3021477505,134,SOUTH 9 STREET,"4 5,801",23,D
14407,3021480007,156,SOUTH 9 STREET,"5 5,550",29,D
14408,3021480013,166,SOUTH 9 STREET,"6 1,650",77,B
14409,3021560023,65,SOUTH 11 STREET,"4 6,442",91,A
14410,3021560124,49,SOUTH 11 STREET,"3 9,936",75,B
14411,3021560007,46,SOUTH 10 STREET,"3 7,520",81,B
14412,3021570037,77,DIVISION AVENUE,"2 5,500",86,A
14413,3021570006,80,SOUTH 10 STREET,"2 6,703",78,B
14414,3021600018,52,SOUTH 11 STREET,"4 9,285",100,A
14415,3021660001,111,CLYMER STREET,"5 59,464",54,D
14416,3021690019,106,DIVISION AVENUE,"2 5,003",75,B
14418,3021720001,83,TAYLOR STREET,"3 41,300",100,A
14419,3021730035,6,LEE AVENUE,"6 0,000",3,D
14420,3021750030,70,CLYMER STREET,"1 00,020",91,A
14421,3021750060,30,TAYLOR STREET,"7 8,050",91,A
14422,3021750070,626,WYTHE AVENUE,"1 51,690",91,A
14424,3021750080,55,ROSS STREET,"9 4,500",91,A
14425,3021750090,611,WYTHE AVENUE,"7 8,050",91,A
14426,3021760001,73,WILSON STREET,"3 53,308",100,A
14427,3021770001,525,BEDFORD AVENUE,"8 3,942",56,C
14429,3021810001,615,WYTHE AVENUE,"7 8,000",51,D
14430,3021810025,95,ROSS STREET,"1 16,430",100,A
14431,3021820021,156,WILSON STREET,"2 5,800",75,B
14432,3021820045,155,ROSS STREET,"3 1,400",82,B
14433,3021830011,188,WILSON STREET,"3 9,941",85,A
14434,3021830016,198,WILSON STREET,"3 1,446",77,B
14435,3021830024,208A,WILSON STREET,"4 8,941",57,C
14436,3021830058,189,ROSS STREET,"2 5,800",41,D
14437,3021860001,555,WYTHE AVENUE,"7 48,308",6,D
14438,3021867502,106,ROSS STREET,"2 5,651",100,A
14439,3021880013,190,ROSS STREET,"2 7,498",68,C
14440,3021920050,590,BEDFORD AVENUE,"3 6,468",6,D
14441,3021930001,575,BEDFORD AVENUE,"3 0,000",98,A
14442,3021940019,222,WILLIAMSBURG ST EAST,"3 5,788",100,A
14443,3021950001,227,MARCY AVENUE,"1 25,000",94,A
14444,3021990039,145,HOOPER STREET,"3 0,576",71,B
14445,3022050040,163,HEWES STREET,"2 6,870",1,D
14446,3022060003,168,HOOPER STREET,"2 9,264",37,D
14447,3022060007,178,HOOPER STREET,"3 3,455",88,A
14448,3022060011,186,HOOPER STREET,"2 7,281",27,D
14449,3022070002,267,MARCY AVENUE,"4 4,500",98,A
14450,3022130009,248,HEWES STREET,"2 7,412",97,A
14451,3022160019,762,WYTHE AVENUE,"1 50,000",88,A
14452,3022190035,318,MARCY AVENUE,"5 1,796",11,D
14453,3022200038,58,HARRISON AVENUE,"4 5,457",49,D
14454,3022230015,782,WYTHE AVENUE,"3 6,000",80,B
14455,3022250042,115,HEYWARD STREET,"3 9,984",31,D
14457,3022250050,87,HEYWARD STREET,"3 0,100",61,C
14458,3022270032,68,HARRISON AVENUE,"4 8,000",49,D
14459,3022270001,331,MARCY AVENUE,"4 20,000",80,B
14460,3022280001,61,HARRISON AVENUE,"7 6,524",57,C
14461,3022300013,30,HEYWARD STREET,"8 6,125",86,A
14462,3022307504,15,LYNCH STREET,"2 6,762",97,A
14464,3022357509,8,LYNCH STREET,"2 9,200",99,A
14465,3022357513,5,MIDDLETON STREET,"2 7,443",94,A
14466,3022360009,370,MARCY AVENUE,"1 14,287",92,A
14467,3022380127,246,LYNCH STREET,"2 8,244",78,B
14469,3022390008,157,WALLABOUT STREET,"1 14,734",100,A
14470,3022447501,2,LEE AVENUE,"2 01,836",65,C
14471,3022450055,63,WALTON STREET,"3 4,468",87,A
14472,3022450058,51,WALTON STREET,"3 6,017",89,A
14473,3022457504,70,LORIMER STREET,"1 08,898",100,A
14474,3022460001,140,LORIMER STREET,"2 03,435",68,C
14475,3022500010,88,WALTON STREET,"2 5,669",93,A
14476,3022507501,165,HARRISON AVENUE,"3 9,000",57,C
14477,3022610009,2,FRANKLIN AVENUE,"5 6,635",73,B
14478,3022610017,12,FRANKLIN AVENUE,"5 0,605",86,A
14479,3022617501,755,KENT AVENUE,"2 06,630",96,A
14480,3022637508,505,FLUSHING AVENUE,"1 24,127",98,A
14481,3022647504,254,WALLABOUT STREET,"4 3,957",99,A
14482,3022647507,248,WALLABOUT STREET,"3 8,600",90,A
14483,3022647515,298,WALLABOUT STREET,"3 2,291",56,C
14484,3022647516,446,MARCY AVENUE,"5 0,517",18,D
14485,3022660001,177,HARRISON AVENUE,"1 11,517",93,A
14486,3022680001,611,FLUSHING AVENUE,"3 7,499",55,C
14487,3022697501,58,GERRY STREET,"6 9,224",100,A
14489,3022700001,106,GERRY STREET,"4 9,484",53,D
14490,3022707501,89,BARTLETT STREET,"8 7,806",16,D
14491,3022720021,102,BARTLETT STREET,"9 0,000",91,A
14492,3022727503,7,WHIPPLE STREET,"4 6,616",80,B
14493,3022730026,95,THROOP AVENUE,"6 0,000",93,A
14494,3022750101,48,WHIPPLE STREET,"3 1,093",55,C
14495,3022760012,737,FLUSHING AVENUE,"7 3,210",100,A
14496,3022880001,35,KENT AVENUE,"4 4,338",37,D
14497,3022880013,94,NORTH 12 STREET,"4 1,177",33,D
14498,3022890014,34,BERRY STREET,"1 49,425",63,C
14499,3022900005,150,NORTH 12 STREET,"5 9,333",21,D
14500,3022900010,156,NORTH 12 STREET,"2 5,059",1,D
14501,3022907502,135,NORTH 11 STREET,"6 0,861",91,A
14502,3022910017,210,NORTH 12 STREET,"6 5,392",91,A
14503,3022910051,181,NORTH 11 STREET,"2 8,325",1,D
14505,3022940001,16,NORTH 11 STREET,"9 7,300",70,B
14506,3022950021,96,WYTHE AVENUE,"7 8,215",1,D
14507,3022967501,103,NORTH 10 STREET,"1 31,215",100,A
14508,3022970021,137,NORTH 10 STREET,"4 2,500",86,A
14509,3022977501,55,BERRY STREET,"6 0,150",74,B
14510,3022980013,174,NORTH 11 STREET,"4 0,901",92,A
14511,3022987501,170,WEST 11 STREET,"2 8,319",55,C
14512,3022997501,214,NORTH 11 STREET,"1 40,815",71,B
14513,3023030001,97,WYTHE AVENUE,"8 0,118",6,D
14514,3023037501,72,BERRY STREET,"3 5,801",60,C
14515,3023037502,70,BERRY STREET,"4 8,567",46,D
14516,3023050018,193,NORTH 9 STREET,"1 13,722",44,D
14517,3023060022,46,ROEBLING STREET,"3 1,463",61,C
14518,3023070001,236,NORTH 10 STREET,"2 41,764",87,A
14519,3023070027,261,NORTH 9 STREET,"4 9,100",82,B
14520,3023070038,239,NORTH 9 STREET,"9 8,600",82,B
14522,3023090017,70,NORTH 9 STREET,"5 3,200",100,A
14523,3023097501,47,NORTH 8 STREET,"4 9,256",85,A
14524,3023097502,56,NORTH 9 STREET,"9 2,108",89,A
14526,3023137502,212,NORTH 9 STREET,"3 4,239",97,A
14527,3023140001,55,ROEBLING STREET,"6 0,755",43,D
14528,3023140005,45,ROEBLING STREET,"5 5,000",30,D
14529,3023150014,525,UNION AVENUE,"6 4,650",79,B
14530,3023150021,503,UNION AVENUE,"3 6,888",11,D
14531,3023170005,117,KENT AVENUE,"8 2,081",49,D
14532,3023197501,144,NORTH 8 STREET,"7 9,075",97,A
14533,3023220010,246,NORTH 8 STREET,"8 8,797",53,D
14534,3023220028,255,NORTH 7 STREET,"6 2,969",98,A
14536,3023240030,2,NORTH 6 STREET,"5 89,750",77,B
14537,3023247501,27,NORTH 6 STREET,"1 12,534",57,C
14538,3023247502,34,NORTH 7 STREET,"6 33,606",52,D
14539,3023250024,69,NORTH 6 STREET,"3 9,260",43,D
14540,3023267501,120,NORTH 7 STREET,"3 3,544",9,D
14541,3023280015,163,NORTH 6 STREET,"6 7,508",100,A
14542,3023300011,284,NORTH 7 STREET,"1 19,200",79,B
14543,3023317502,308,NORTH 7 STREET,"5 9,444",99,A
14544,3023327501,34,NORTH 6 STREET,"2 77,178",72,B
14545,3023337501,149,KENT AVENUE,"1 98,734",66,C
14546,3023347501,101,NORTH 5 STREET,"3 8,511",4,D
14547,3023400004,1,NORTH 4 PLACE,"5 22,608",63,C
14548,3023407501,1,NORTHSIDE PIERS,"2 06,621",24,D
14549,3023407502,20,NORTH 5 STREET,"1 72,738",50,D
14550,3023407503,2,NORTHSIDE PIERS,"2 80,372",44,D
14551,3023410001,151,KENT AVENUE,"5 4,000",100,A
14552,3023410009,204,WYTHE AVENUE,"2 46,069",75,B
14554,3023420001,185,WYTHE AVENUE,"1 60,000",76,B
14555,3023427501,90,NORTH 5 STREET,"3 0,712",100,A
14556,3023430012,130,NORTH 5 STREET,"4 7,180",67,C
14557,3023447501,161,NORTH 4 STREET,"3 8,353",4,D
14558,3023447502,150,NORTH 5 STREET,"4 7,500",15,D
14559,3023447503,155,NORTH 4 STREET,"3 0,651",87,A
14560,3023450001,205,NORTH 4 STREET,"1 15,040",47,D
14561,3023467502,349,METROPOLITAN AVENUE,"4 0,708",100,A
14562,3023487501,184,KENT AVENUE,"4 24,587",26,D
14563,3023490023,240,WYTHE AVENUE,"6 8,300",11,D
14564,3023497501,53,NORTH 3 STREET,"2 04,466",80,B
14565,3023507501,85,NORTH 3 STREET,"1 65,608",84,B
14566,3023507502,76,NORTH 4 STREET,"1 25,154",87,A
14567,3023510006,193,BERRY STREET,"1 22,740",7,D
14569,3023527501,237,BEDFORD AVENUE,"8 2,588",1,D
14570,3023527502,247,METROPOLITAN AVENUE,"1 10,477",78,B
14571,3023537501,635,DRIGGS AVENUE,"3 1,710",1,D
14572,3023537502,291,METROPOLITAN AVENUE,"3 5,318",79,B
14575,3023587501,100,NORTH 3 STREET,"3 4,273",95,A
14576,3023637501,80,METROPOLITAN AVENUE,"1 58,776",70,B
14577,3023637502,58,METROPOLITAN AVENUE,"6 7,530",32,D
